Feature,Compartment,Feature Group,Function,Channel,Function_Comment#1,Function_Comment#2,TP,FP,TN,FN,PPV,BA,AUC_ROC,AUC_PR,F1_Score,MCC,Sensitivity,Specificity
Nuclei_RadialDistribution_RadialCV_ER_1of4,Nuclei,RadialDistribution,RadialCV,ER,1of4,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_RadialDistribution_RadialCV_ER_2of4,Nuclei,RadialDistribution,RadialCV,ER,2of4,,0,0,401,85,0,0.5,0.6,0.23,0,0,0,1
Nuclei_RadialDistribution_RadialCV_ER_3of4,Nuclei,RadialDistribution,RadialCV,ER,3of4,,0,0,401,85,0,0.5,0.6,0.23,0,0,0,1
Nuclei_RadialDistribution_RadialCV_ER_4of4,Nuclei,RadialDistribution,RadialCV,ER,4of4,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_Texture_AngularSecondMoment_ER_10_0,Nuclei,Texture,AngularSecondMoment,ER,10,0,0,0,401,85,0,0.5,0.57,0.23,0,0,0,1
Nuclei_Texture_AngularSecondMoment_ER_3_0,Nuclei,Texture,AngularSecondMoment,ER,3,0,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Nuclei_Texture_AngularSecondMoment_ER_5_0,Nuclei,Texture,AngularSecondMoment,ER,5,0,0,0,401,85,0,0.5,0.59,0.24,0,0,0,1
Nuclei_Texture_Contrast_ER_10_0,Nuclei,Texture,Contrast,ER,10,0,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Nuclei_Texture_Contrast_ER_3_0,Nuclei,Texture,Contrast,ER,3,0,8,6,395,77,0.57,0.54,0.54,0.21,0.16,0.179773337,0.09,0.99
Nuclei_Texture_Contrast_ER_5_0,Nuclei,Texture,Contrast,ER,5,0,5,1,400,80,0.83,0.53,0.53,0.21,0.11,0.193786418,0.06,1
Nuclei_Texture_Correlation_ER_10_0,Nuclei,Texture,Correlation,ER,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_Correlation_ER_3_0,Nuclei,Texture,Correlation,ER,3,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Texture_Correlation_ER_5_0,Nuclei,Texture,Correlation,ER,5,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Texture_DifferenceEntropy_ER_10_0,Nuclei,Texture,DifferenceEntropy,ER,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_DifferenceEntropy_ER_3_0,Nuclei,Texture,DifferenceEntropy,ER,3,0,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Nuclei_Texture_DifferenceEntropy_ER_5_0,Nuclei,Texture,DifferenceEntropy,ER,5,0,6,3,398,79,0.67,0.53,0.53,0.21,0.13,0.177819063,0.07,0.99
Nuclei_Texture_DifferenceVariance_ER_10_0,Nuclei,Texture,DifferenceVariance,ER,10,0,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Nuclei_Texture_DifferenceVariance_ER_3_0,Nuclei,Texture,DifferenceVariance,ER,3,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Nuclei_Texture_DifferenceVariance_ER_5_0,Nuclei,Texture,DifferenceVariance,ER,5,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Texture_Entropy_ER_10_0,Nuclei,Texture,Entropy,ER,10,0,0,0,401,85,0,0.5,0.58,0.23,0,0,0,1
Nuclei_Texture_Entropy_ER_3_0,Nuclei,Texture,Entropy,ER,3,0,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Nuclei_Texture_Entropy_ER_5_0,Nuclei,Texture,Entropy,ER,5,0,0,0,401,85,0,0.5,0.57,0.24,0,0,0,1
Nuclei_Texture_Gabor_ER_10,Nuclei,Texture,Gabor,ER,10,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Texture_Gabor_ER_3,Nuclei,Texture,Gabor,ER,3,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_Gabor_ER_5,Nuclei,Texture,Gabor,ER,5,,5,4,397,80,0.56,0.52,0.52,0.2,0.11,0.137642371,0.06,0.99
Nuclei_Texture_InfoMeas1_ER_10_0,Nuclei,Texture,InfoMeas1,ER,10,0,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Nuclei_Texture_InfoMeas1_ER_3_0,Nuclei,Texture,InfoMeas1,ER,3,0,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Nuclei_Texture_InfoMeas1_ER_5_0,Nuclei,Texture,InfoMeas1,ER,5,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_InfoMeas2_ER_10_0,Nuclei,Texture,InfoMeas2,ER,10,0,0,0,401,85,0,0.5,0.57,0.23,0,0,0,1
Nuclei_Texture_InfoMeas2_ER_3_0,Nuclei,Texture,InfoMeas2,ER,3,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Nuclei_Texture_InfoMeas2_ER_5_0,Nuclei,Texture,InfoMeas2,ER,5,0,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Nuclei_Texture_InverseDifferenceMoment_ER_10_0,Nuclei,Texture,InverseDifferenceMoment,ER,10,0,8,6,395,77,0.57,0.54,0.54,0.21,0.16,0.179773337,0.09,0.99
Nuclei_Texture_InverseDifferenceMoment_ER_3_0,Nuclei,Texture,InverseDifferenceMoment,ER,3,0,8,6,395,77,0.57,0.54,0.54,0.21,0.16,0.179773337,0.09,0.99
Nuclei_Texture_InverseDifferenceMoment_ER_5_0,Nuclei,Texture,InverseDifferenceMoment,ER,5,0,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Nuclei_Texture_SumAverage_ER_10_0,Nuclei,Texture,SumAverage,ER,10,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Texture_SumAverage_ER_3_0,Nuclei,Texture,SumAverage,ER,3,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Texture_SumAverage_ER_5_0,Nuclei,Texture,SumAverage,ER,5,0,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Nuclei_Texture_SumEntropy_ER_10_0,Nuclei,Texture,SumEntropy,ER,10,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_SumEntropy_ER_3_0,Nuclei,Texture,SumEntropy,ER,3,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_SumEntropy_ER_5_0,Nuclei,Texture,SumEntropy,ER,5,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_SumVariance_ER_10_0,Nuclei,Texture,SumVariance,ER,10,0,0,0,401,85,0,0.5,0.56,0.19,0,0,0,1
Nuclei_Texture_SumVariance_ER_3_0,Nuclei,Texture,SumVariance,ER,3,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_SumVariance_ER_5_0,Nuclei,Texture,SumVariance,ER,5,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_Variance_ER_10_0,Nuclei,Texture,Variance,ER,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_Variance_ER_3_0,Nuclei,Texture,Variance,ER,3,0,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Nuclei_Texture_Variance_ER_5_0,Nuclei,Texture,Variance,ER,5,0,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Metadata_mmoles_per_liter,Metadata,mmoles,per,liter,,,0,0,401,85,0,0.5,0.56,0.19,0,0,0,1
Cells_Correlation_Correlation_Mito_AGP,Cells,Correlation,Correlation,Mito,AGP,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Correlation_Correlation_Mito_ER,Cells,Correlation,Correlation,Mito,ER,,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Cells_Correlation_Correlation_Mito_RNA,Cells,Correlation,Correlation,Mito,RNA,,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cells_Correlation_Costes_Mito_AGP,Cells,Correlation,Costes,Mito,AGP,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_Correlation_Costes_Mito_DNA,Cells,Correlation,Costes,Mito,DNA,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Correlation_Costes_Mito_ER,Cells,Correlation,Costes,Mito,ER,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_Correlation_Costes_Mito_RNA,Cells,Correlation,Costes,Mito,RNA,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cells_Correlation_K_Mito_AGP,Cells,Correlation,K,Mito,AGP,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Correlation_K_Mito_DNA,Cells,Correlation,K,Mito,DNA,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cells_Correlation_K_Mito_ER,Cells,Correlation,K,Mito,ER,,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Cells_Correlation_K_Mito_RNA,Cells,Correlation,K,Mito,RNA,,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Cells_Correlation_Manders_Mito_AGP,Cells,Correlation,Manders,Mito,AGP,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Manders_Mito_DNA,Cells,Correlation,Manders,Mito,DNA,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Correlation_Manders_Mito_ER,Cells,Correlation,Manders,Mito,ER,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Correlation_Manders_Mito_RNA,Cells,Correlation,Manders,Mito,RNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Overlap_Mito_AGP,Cells,Correlation,Overlap,Mito,AGP,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Correlation_Overlap_Mito_ER,Cells,Correlation,Overlap,Mito,ER,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cells_Correlation_Overlap_Mito_RNA,Cells,Correlation,Overlap,Mito,RNA,,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cells_Correlation_RWC_Mito_AGP,Cells,Correlation,RWC,Mito,AGP,,8,4,397,77,0.67,0.54,0.54,0.22,0.16,0.205976514,0.09,0.99
Cells_Correlation_RWC_Mito_DNA,Cells,Correlation,RWC,Mito,DNA,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Correlation_RWC_Mito_ER,Cells,Correlation,RWC,Mito,ER,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cells_Correlation_RWC_Mito_RNA,Cells,Correlation,RWC,Mito,RNA,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Granularity_1_Mito,Cells,Granularity,1,Mito,,,0,0,401,85,0,0.5,0.59,0.24,0,0,0,1
Cells_Granularity_10_Mito,Cells,Granularity,10,Mito,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Granularity_11_Mito,Cells,Granularity,11,Mito,,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cells_Granularity_12_Mito,Cells,Granularity,12,Mito,,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Granularity_13_Mito,Cells,Granularity,13,Mito,,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cells_Granularity_14_Mito,Cells,Granularity,14,Mito,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Granularity_15_Mito,Cells,Granularity,15,Mito,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_Granularity_16_Mito,Cells,Granularity,16,Mito,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cells_Granularity_2_Mito,Cells,Granularity,2,Mito,,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Granularity_3_Mito,Cells,Granularity,3,Mito,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Granularity_4_Mito,Cells,Granularity,4,Mito,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Granularity_5_Mito,Cells,Granularity,5,Mito,,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cells_Granularity_6_Mito,Cells,Granularity,6,Mito,,,0,0,401,85,0,0.5,0.62,0.23,0,0,0,1
Cells_Granularity_7_Mito,Cells,Granularity,7,Mito,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Granularity_8_Mito,Cells,Granularity,8,Mito,,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cells_Granularity_9_Mito,Cells,Granularity,9,Mito,,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cells_Intensity_IntegratedIntensity_Mito,Cells,Intensity,IntegratedIntensity,Mito,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cells_Intensity_IntegratedIntensityEdge_Mito,Cells,Intensity,IntegratedIntensityEdge,Mito,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Intensity_LowerQuartileIntensity_Mito,Cells,Intensity,LowerQuartileIntensity,Mito,,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Intensity_MADIntensity_Mito,Cells,Intensity,MADIntensity,Mito,,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cells_Intensity_MassDisplacement_Mito,Cells,Intensity,MassDisplacement,Mito,,,0,0,401,85,0,0.5,0.62,0.25,0,0,0,1
Cells_Intensity_MaxIntensity_Mito,Cells,Intensity,MaxIntensity,Mito,,,6,2,399,79,0.75,0.53,0.53,0.22,0.13,0.195853442,0.07,1
Cells_Intensity_MaxIntensityEdge_Mito,Cells,Intensity,MaxIntensityEdge,Mito,,,5,1,400,80,0.83,0.53,0.53,0.21,0.11,0.193786418,0.06,1
Cells_Intensity_MeanIntensity_Mito,Cells,Intensity,MeanIntensity,Mito,,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cells_Intensity_MeanIntensityEdge_Mito,Cells,Intensity,MeanIntensityEdge,Mito,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Intensity_MedianIntensity_Mito,Cells,Intensity,MedianIntensity,Mito,,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cells_Intensity_MinIntensity_Mito,Cells,Intensity,MinIntensity,Mito,,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cells_Intensity_MinIntensityEdge_Mito,Cells,Intensity,MinIntensityEdge,Mito,,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cells_Intensity_StdIntensity_Mito,Cells,Intensity,StdIntensity,Mito,,,0,0,401,85,0,0.5,0.56,0.22,0,0,0,1
Cells_Intensity_StdIntensityEdge_Mito,Cells,Intensity,StdIntensityEdge,Mito,,,9,4,397,76,0.69,0.55,0.55,0.23,0.18,0.225803685,0.11,0.99
Cells_Intensity_UpperQuartileIntensity_Mito,Cells,Intensity,UpperQuartileIntensity,Mito,,,5,4,397,80,0.56,0.52,0.52,0.2,0.11,0.137642371,0.06,0.99
Cells_Location_CenterMassIntensity_X_Mito,Cells,Location,CenterMassIntensity,Mito,X,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Location_CenterMassIntensity_Y_Mito,Cells,Location,CenterMassIntensity,Mito,Y,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Location_MaxIntensity_X_Mito,Cells,Location,MaxIntensity,Mito,X,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_Location_MaxIntensity_Y_Mito,Cells,Location,MaxIntensity,Mito,Y,,5,4,397,80,0.56,0.52,0.52,0.2,0.11,0.137642371,0.06,0.99
Cells_RadialDistribution_FracAtD_Mito_1of4,Cells,RadialDistribution,FracAtD,Mito,1of4,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_RadialDistribution_FracAtD_Mito_2of4,Cells,RadialDistribution,FracAtD,Mito,2of4,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Cells_RadialDistribution_FracAtD_Mito_3of4,Cells,RadialDistribution,FracAtD,Mito,3of4,,6,3,398,79,0.67,0.53,0.53,0.21,0.13,0.177819063,0.07,0.99
Cells_RadialDistribution_FracAtD_Mito_4of4,Cells,RadialDistribution,FracAtD,Mito,4of4,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Cells_RadialDistribution_MeanFrac_Mito_1of4,Cells,RadialDistribution,MeanFrac,Mito,1of4,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_RadialDistribution_MeanFrac_Mito_2of4,Cells,RadialDistribution,MeanFrac,Mito,2of4,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_RadialDistribution_MeanFrac_Mito_3of4,Cells,RadialDistribution,MeanFrac,Mito,3of4,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cells_RadialDistribution_MeanFrac_Mito_4of4,Cells,RadialDistribution,MeanFrac,Mito,4of4,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cells_RadialDistribution_RadialCV_Mito_1of4,Cells,RadialDistribution,RadialCV,Mito,1of4,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_RadialDistribution_RadialCV_Mito_2of4,Cells,RadialDistribution,RadialCV,Mito,2of4,,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Cells_RadialDistribution_RadialCV_Mito_3of4,Cells,RadialDistribution,RadialCV,Mito,3of4,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_RadialDistribution_RadialCV_Mito_4of4,Cells,RadialDistribution,RadialCV,Mito,4of4,,9,3,398,76,0.75,0.55,0.55,0.24,0.19,0.240880484,0.11,0.99
Cells_Texture_AngularSecondMoment_Mito_10_0,Cells,Texture,AngularSecondMoment,Mito,10,0,6,1,400,79,0.86,0.53,0.53,0.22,0.13,0.217108444,0.07,1
Cells_Texture_AngularSecondMoment_Mito_3_0,Cells,Texture,AngularSecondMoment,Mito,3,0,6,2,399,79,0.75,0.53,0.53,0.22,0.13,0.195853442,0.07,1
Cells_Texture_AngularSecondMoment_Mito_5_0,Cells,Texture,AngularSecondMoment,Mito,5,0,6,1,400,79,0.86,0.53,0.53,0.22,0.13,0.217108444,0.07,1
Cells_Texture_Contrast_Mito_10_0,Cells,Texture,Contrast,Mito,10,0,0,0,401,85,0,0.5,0.61,0.24,0,0,0,1
Cells_Texture_Contrast_Mito_3_0,Cells,Texture,Contrast,Mito,3,0,7,4,397,78,0.64,0.54,0.54,0.21,0.15,0.184860598,0.08,0.99
Cells_Texture_Contrast_Mito_5_0,Cells,Texture,Contrast,Mito,5,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Texture_Correlation_Mito_10_0,Cells,Texture,Correlation,Mito,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Texture_Correlation_Mito_3_0,Cells,Texture,Correlation,Mito,3,0,5,4,397,80,0.56,0.52,0.52,0.2,0.11,0.137642371,0.06,0.99
Cells_Texture_Correlation_Mito_5_0,Cells,Texture,Correlation,Mito,5,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Texture_DifferenceEntropy_Mito_10_0,Cells,Texture,DifferenceEntropy,Mito,10,0,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cells_Texture_DifferenceEntropy_Mito_3_0,Cells,Texture,DifferenceEntropy,Mito,3,0,7,5,396,78,0.58,0.53,0.53,0.21,0.14,0.171072544,0.08,0.99
Cells_Texture_DifferenceEntropy_Mito_5_0,Cells,Texture,DifferenceEntropy,Mito,5,0,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cells_Texture_DifferenceVariance_Mito_10_0,Cells,Texture,DifferenceVariance,Mito,10,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Texture_DifferenceVariance_Mito_3_0,Cells,Texture,DifferenceVariance,Mito,3,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Texture_DifferenceVariance_Mito_5_0,Cells,Texture,DifferenceVariance,Mito,5,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Texture_Entropy_Mito_10_0,Cells,Texture,Entropy,Mito,10,0,8,2,399,77,0.8,0.54,0.54,0.23,0.17,0.238507832,0.09,1
Cells_Texture_Entropy_Mito_3_0,Cells,Texture,Entropy,Mito,3,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cells_Texture_Entropy_Mito_5_0,Cells,Texture,Entropy,Mito,5,0,10,4,397,75,0.71,0.55,0.55,0.24,0.2,0.244539713,0.12,0.99
Cells_Texture_Gabor_Mito_10,Cells,Texture,Gabor,Mito,10,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Texture_Gabor_Mito_3,Cells,Texture,Gabor,Mito,3,,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cells_Texture_Gabor_Mito_5,Cells,Texture,Gabor,Mito,5,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Texture_InfoMeas1_Mito_10_0,Cells,Texture,InfoMeas1,Mito,10,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Texture_InfoMeas1_Mito_3_0,Cells,Texture,InfoMeas1,Mito,3,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Texture_InfoMeas1_Mito_5_0,Cells,Texture,InfoMeas1,Mito,5,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Texture_InfoMeas2_Mito_10_0,Cells,Texture,InfoMeas2,Mito,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Texture_InfoMeas2_Mito_3_0,Cells,Texture,InfoMeas2,Mito,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Texture_InfoMeas2_Mito_5_0,Cells,Texture,InfoMeas2,Mito,5,0,6,5,396,79,0.55,0.53,0.53,0.2,0.12,0.148442985,0.07,0.99
Cells_Texture_InverseDifferenceMoment_Mito_10_0,Cells,Texture,InverseDifferenceMoment,Mito,10,0,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cells_Texture_InverseDifferenceMoment_Mito_3_0,Cells,Texture,InverseDifferenceMoment,Mito,3,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_Texture_InverseDifferenceMoment_Mito_5_0,Cells,Texture,InverseDifferenceMoment,Mito,5,0,0,0,401,85,0,0.5,0.6,0.23,0,0,0,1
Cells_Texture_SumAverage_Mito_10_0,Cells,Texture,SumAverage,Mito,10,0,7,5,396,78,0.58,0.53,0.53,0.21,0.14,0.171072544,0.08,0.99
Cells_Texture_SumAverage_Mito_3_0,Cells,Texture,SumAverage,Mito,3,0,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cells_Texture_SumAverage_Mito_5_0,Cells,Texture,SumAverage,Mito,5,0,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Cells_Texture_SumEntropy_Mito_10_0,Cells,Texture,SumEntropy,Mito,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Texture_SumEntropy_Mito_3_0,Cells,Texture,SumEntropy,Mito,3,0,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Cells_Texture_SumEntropy_Mito_5_0,Cells,Texture,SumEntropy,Mito,5,0,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cells_Texture_SumVariance_Mito_10_0,Cells,Texture,SumVariance,Mito,10,0,5,1,400,80,0.83,0.53,0.53,0.21,0.11,0.193786418,0.06,1
Cells_Texture_SumVariance_Mito_3_0,Cells,Texture,SumVariance,Mito,3,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Texture_SumVariance_Mito_5_0,Cells,Texture,SumVariance,Mito,5,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Texture_Variance_Mito_10_0,Cells,Texture,Variance,Mito,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Texture_Variance_Mito_3_0,Cells,Texture,Variance,Mito,3,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Texture_Variance_Mito_5_0,Cells,Texture,Variance,Mito,5,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Correlation_Correlation_Mito_AGP,Cytoplasm,Correlation,Correlation,Mito,AGP,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cytoplasm_Correlation_Correlation_Mito_ER,Cytoplasm,Correlation,Correlation,Mito,ER,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cytoplasm_Correlation_Correlation_Mito_RNA,Cytoplasm,Correlation,Correlation,Mito,RNA,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cytoplasm_Correlation_Costes_Mito_AGP,Cytoplasm,Correlation,Costes,Mito,AGP,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cytoplasm_Correlation_Costes_Mito_DNA,Cytoplasm,Correlation,Costes,Mito,DNA,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Correlation_Costes_Mito_ER,Cytoplasm,Correlation,Costes,Mito,ER,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cytoplasm_Correlation_Costes_Mito_RNA,Cytoplasm,Correlation,Costes,Mito,RNA,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cytoplasm_Correlation_K_Mito_AGP,Cytoplasm,Correlation,K,Mito,AGP,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Correlation_K_Mito_DNA,Cytoplasm,Correlation,K,Mito,DNA,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cytoplasm_Correlation_K_Mito_ER,Cytoplasm,Correlation,K,Mito,ER,,0,0,401,85,0,0.5,0.58,0.23,0,0,0,1
Cytoplasm_Correlation_K_Mito_RNA,Cytoplasm,Correlation,K,Mito,RNA,,0,0,401,85,0,0.5,0.55,0.22,0,0,0,1
Cytoplasm_Correlation_Manders_Mito_AGP,Cytoplasm,Correlation,Manders,Mito,AGP,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Manders_Mito_DNA,Cytoplasm,Correlation,Manders,Mito,DNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Manders_Mito_ER,Cytoplasm,Correlation,Manders,Mito,ER,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Correlation_Manders_Mito_RNA,Cytoplasm,Correlation,Manders,Mito,RNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Overlap_Mito_AGP,Cytoplasm,Correlation,Overlap,Mito,AGP,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Correlation_Overlap_Mito_ER,Cytoplasm,Correlation,Overlap,Mito,ER,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
